"","Corpus","Aptitude","Rank","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21"
"178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","5k4k","80p","rank20P","0.0508724283230865","0.07428086554409","0.11314665943958","0.298429398501968","0.33353307889282","0.116891145517233","0.0128464237812214","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","5k4k","80p","rank40P","0.0165718888609398","0.0768840339003313","0.211849198262689","0.313126707274352","0.248484507886355","0.105812195462172","0.0272714683531605","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","5k4k","80p","rank50P","0.159826988314289","0.141067867697831","0.148609364756087","0.198901658085016","0.167779451774343","0.0884140990793804","0.0299064389830732","0.0179608623618801","0.0315596416274122","0.0159736273206887","0","0","0","0","0","0","0","0","0","0","0"
"186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","5k4k","100p","rank20P","0.0508814454364998","0.0764417196403067","0.0671238493001218","0.0412536770160104","0.043589276112677","0.0646270428461648","0.0884249615995284","0.105849731733964","0.110620698776135","0.100925044741531","0.0803852620973743","0.0558941969679462","0.0339286400872607","0.0179792283578053","0.00831715422362456","0.00335878905615772","0.00149296737267057","0.0174942816359605","0.0314120329982611","0","0"
"193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","5k4k","100p","rank40P","0.129619211929432","0.068156154452847","0.0335839535648646","0.0564552099916559","0.0838737771561776","0.108492669887753","0.122188062499265","0.119815367673532","0.102294301560726","0.0760403245740082","0.0492138297799509","0.0277317189367561","0.0225354179930333","0","0","0","0","0","0","0","0"
"195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","5k","20p","rank10P","0.366196420469463","0.253521222089204","0.154929306832414","0.225337223014436","1.58275944828201e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","5k","20p","rank20P","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","5k","20p","rank30P","0.286704610265218","0.233600858497487","0.215676540750754","0.207008215446028","0.0570097750405127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","5k","20p","rank40P","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","5k","20p","rank50P","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","5k","20p","rank60P","0.23936038694172","0.235866488462598","0.2451924293898","0.170290574603965","0.0789993100704973","0.0244689392965394","0.00505701190908381","0.000764859325797174","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","5k","20p","rank70P","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","5k","20p","rank80P","0.390747464439528","0.269355056861505","0.276759469898498","0.0631380088004693","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","5k","20p","rank90P","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","5k","20p","rank100P","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","5k","40p","rank10P","0.0487990064895688","0.0407552859960287","0.0606378713352375","0.0809650539899199","0.0970493224494568","0.104520720465585","0.101361728513762","0.0889978618813618","0.0716941624556148","0.0545970513645812","0.0415814647112437","0.0340225888649325","0.0308963360569771","0.0298552831423351","0.028569766704208","0.0256951690981749","0.0211457952508799","0.0157376036557976","0.0105418056505292","0.0125761219238059","0"
"212","5k","40p","rank20P","0.604915274488736","0.395084725511264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","5k","40p","rank30P","0.0347875287677725","0.0437402502285578","0.075326487172598","0.109763668391192","0.135388056973286","0.141522194843906","0.125833406939693","0.0962631471456489","0.0655096840670633","0.0430421060722117","0.0310407476701894","0.0259858669247804","0.0229557046933883","0.0189686102777966","0.0137499056613306","0.00853326770191509","0.00449724181893896","0.00309212464973108","0","0","0"
"214","5k","40p","rank40P","0.366022116081374","0.633977883918626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","5k","40p","rank50P","0.536367763237386","0.463632236762614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","5k","40p","rank70P","0.395084725511268","0.604915274488733","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","5k","40p","rank90P","0.497437685828922","0.491517558040097","0.0110447561309812","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","5k","40p","rank100P","0.626796578416481","0.373203421583519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","5k","60p","rank10P","0","0","0","0","0","0","0.0328981172428515","0.0217282825489529","0.0317657084468481","0.0438890055804877","0.0573082567839223","0.0707201369228284","0.0824771344239426","0.0909051968351473","0.0946909778288023","0.0932166003256698","0.0867246741503555","0.0762529771015618","0.0633629746340094","0.04975982153728","0.104300135637341"
"222","5k","60p","rank20P","0.0291437218167828","0.262686947034997","0.698998019004132","0.00917131214408928","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","5k","60p","rank40P","0","0.271496833661333","0.72652972893233","0.00197343740633615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","5k","60p","rank50P","0.135092298396367","0.355408233151643","0.509499468451988","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","5k","60p","rank70P","0.0775657843635568","0.283575696994539","0.400260208647519","0.200818026231415","0.0355476548268076","0.00218638575482488","4.62431813382791e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","5k","80p","rank20P","0.0625249664212398","0.0637132508388737","0.0568832735931802","0.352742444309594","0.294050622587686","0.132953169652783","0.0371322725966436","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","5k","80p","rank40P","0.029362491999737","0.0807018592585863","0.105263835060525","0.47158344768049","0.210496709228335","0.0637997755405484","0.0387918812317797","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","5k","80p","rank50P","0.139956754399646","0.109586063596461","0.205136668088103","0.213532546227541","0.13945432691946","0.0952472429128","0.039235154285397","0.000174256898166747","0.0540024456994074","0.00367454097301723","0","0","0","0","0","0","0","0","0","0","0"
"236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","5k","100p","rank20P","0.0648653670907579","0.0854458653569401","0.0412999334205918","0.0341570847333404","0.0528190591435717","0.0754765697895751","0.0957260819981857","0.107726943645511","0.107570926131159","0.0953107708849775","0.0749315632797957","0.0522711214843985","0.0323542092380288","0.0177692342817503","0.00865908266462934","0.00374408791569414","0.00173353144328914","0.0172113799225344","0.0309271875752695","0","0"
"243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"244","5k","100p","rank40P","0.130537084932778","0.0683837087991978","0.035059806041825","0.0572659859620173","0.0832303104105094","0.106180234656248","0.118900835243102","0.116870828485121","0.100834045205222","0.0763636872344851","0.0507624925362349","0.0296191100065422","0.0259918704867177","0","0","0","0","0","0","0","0"
